scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
ciclistas_biogeme,Ciclistas inducidos (Biogeme),56,C043,NEPTUNO,Comunal,49,0.23374698626937565,0,0,0,34,1,111,0,0,31,172,30803,566845,852402,5819
ciclistas_biogeme,Ciclistas inducidos (Biogeme),57,C062,CORONA SUECA,Comunal,78,0.23352408574432182,0,0,0,54,1,111,0,0,31,280,31083,566845,852402,5873
ciclistas_biogeme,Ciclistas inducidos (Biogeme),58,C070,MENDOZA (EX-CORONEL ROBLES),Comunal,41,0.23339734305206533,0,0,0,58,1,111,0,0,31,336,31419,566845,852402,5931
ciclistas_biogeme,Ciclistas inducidos (Biogeme),59,C024,LOS ARRAYANES - LOS COPIHUES,Comunal,40,0.2318478715838661,0,0,0,51,1,111,0,0,31,259,31678,566845,852402,5982
ciclistas_biogeme,Ciclistas inducidos (Biogeme),60,C003,CONCHA Y TORO,Comunal,38,0.22994948267027468,0,2169,1049,6,2,110,-1,1,32,245,31923,566845,853451,5988
ciclistas_biogeme,Ciclistas inducidos (Biogeme),61,C080,PARAGUAY,Comunal,85,0.22964836868484076,0,0,0,61,1,110,0,0,32,273,32196,566845,853451,6049
ciclistas_biogeme,Ciclistas inducidos (Biogeme),62,C022,LLANURA  - EL DESIERTO,Comunal,62,0.22916446150209302,0,0,0,39,3,108,-2,2,34,122,32318,566845,853451,6088
ciclistas_biogeme,Ciclistas inducidos (Biogeme),63,C078,WALDO TAFF,Comunal,51,0.22869246510795951,0,0,0,47,1,108,0,0,34,157,32475,566845,853451,6135
ciclistas_biogeme,Ciclistas inducidos (Biogeme),64,C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,55,0.2249843651843573,1527,3911,2331,57,1,108,0,0,34,332,32807,568372,855782,6192
ciclistas_biogeme,Ciclistas inducidos (Biogeme),65,C023,AVENIDA DORSAL,Comunal,45,0.22437758907725977,0,0,0,48,1,108,0,0,34,308,33115,568372,855782,6240
ciclistas_biogeme,Ciclistas inducidos (Biogeme),66,C026,LOS MAITENES,Comunal,96,0.2246292608188516,0,6013,3587,33,2,107,-1,1,35,150,33265,568372,859369,6273
ciclistas_biogeme,Ciclistas inducidos (Biogeme),67,C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,65,0.22239935277441908,0,0,0,49,1,107,0,0,35,146,33411,568372,859369,6322
ciclistas_biogeme,Ciclistas inducidos (Biogeme),68,C033,OBSERVATORIO,Comunal,81,0.22151696873589863,0,0,0,42,1,107,0,0,35,207,33618,568372,859369,6364
ciclistas_biogeme,Ciclistas inducidos (Biogeme),69,I31,FERNANDEZ ALBANO,Intercomunal,72,0.22040030675774894,0,0,0,48,1,107,0,0,35,238,33856,568372,859369,6412
ciclistas_biogeme,Ciclistas inducidos (Biogeme),70,C085,LOS LIBERTADORES,Comunal,118,0.21916155934498968,5017,5017,2992,8,1,107,0,0,35,177,34033,573389,862361,6420
ciclistas_biogeme,Ciclistas inducidos (Biogeme),71,C034,PEDRO LEON UGALDE,Comunal,68,0.21710344826195493,0,0,0,47,1,107,0,0,35,130,34163,573389,862361,6467
ciclistas_biogeme,Ciclistas inducidos (Biogeme),72,C001,SAN EUGENIO,Comunal,60,0.2178793700495001,0,0,0,32,1,107,0,0,35,114,34277,573389,862361,6499
ciclistas_biogeme,Ciclistas inducidos (Biogeme),73,C028,MADRID,Comunal,70,0.21877825432475098,0,0,0,48,1,107,0,0,35,129,34406,573389,862361,6547
ciclistas_biogeme,Ciclistas inducidos (Biogeme),74,C030,MAULE,Comunal,76,0.21842628392491,0,0,0,47,1,107,0,0,35,185,34591,573389,862361,6594
ciclistas_biogeme,Ciclistas inducidos (Biogeme),75,C088,ÑUBLE,Comunal,69,0.21836772652659187,0,0,0,41,1,107,0,0,35,207,34798,573389,862361,6635
